epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9734176993370056,9.999999747378752e-06,0.06294228136539459,0.9939630627632141,0.9695185422897339,0.9586693644523621,0.11957386136054993,0.9816642999649048,0.9613259434700012
1,1.0,9.999999747378752e-06,0.023015882819890976,1.0,1.0,0.9586693644523621,0.11831626296043396,0.9816642999649048,0.9613259434700012
2,0.9896202683448792,9.999999747378752e-06,0.03065277822315693,0.9964985847473145,0.989224910736084,0.9627016186714172,0.10811678320169449,0.977746844291687,0.9709944725036621
3,0.96875,9.999999747378752e-06,0.06755518913269043,1.0,0.9655172228813171,0.9637096524238586,0.10738296061754227,0.9777777791023254,0.9723756909370422
4,0.9949367046356201,9.999999747378752e-06,0.019682006910443306,0.9972202777862549,0.9958361983299255,0.9667338728904724,0.11325936019420624,0.9832167625427246,0.9709944725036621
5,0.96875,9.999999747378752e-06,0.06222205609083176,1.0,0.9583333134651184,0.9667338728904724,0.11371258646249771,0.9832167625427246,0.9709944725036621
6,0.995949387550354,9.999999747378752e-06,0.01589871570467949,0.999302864074707,0.995140552520752,0.96875,0.10816426575183868,0.977931022644043,0.9792817831039429
7,1.0,9.999999747378752e-06,0.008567065931856632,1.0,1.0,0.9677419066429138,0.10864681005477905,0.9779005646705627,0.9779005646705627
8,0.9982278347015381,9.999999747378752e-06,0.01054675504565239,1.0,0.997570276260376,0.9727822542190552,0.11141838133335114,0.9754433631896973,0.9875690340995789
9,1.0,4.999999873689376e-06,0.004030836746096611,1.0,1.0,0.9727822542190552,0.11147607117891312,0.9754433631896973,0.9875690340995789
10,0.9977214932441711,4.999999873689376e-06,0.00813949666917324,0.9993050694465637,0.9975719451904297,0.9707661271095276,0.11004025489091873,0.9766803979873657,0.9834254384040833
11,1.0,4.999999873689376e-06,0.001322058611549437,1.0,1.0,0.9707661271095276,0.11015383154153824,0.9766803979873657,0.9834254384040833
