epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9060759544372559,0.0010000000474974513,0.2524108290672302,0.9637975692749023,0.9052740931510925,0.9556451439857483,0.1429433971643448,0.9735376238822937,0.9654695987701416
1,0.96875,0.0010000000474974513,0.11997172981500626,1.0,0.9583333134651184,0.9546371102333069,0.14456769824028015,0.973500669002533,0.9640883803367615
2,0.951392412185669,0.0010000000474974513,0.12759532034397125,0.9831299185752869,0.9497225880622864,0.9556451439857483,0.1326267570257187,0.9871060252189636,0.9516574740409851
3,0.9375,0.0010000000474974513,0.16784755885601044,0.9545454382896423,0.9545454382896423,0.9556451439857483,0.13501594960689545,0.9885057210922241,0.950276255607605
4,0.9617721438407898,0.0010000000474974513,0.09520849585533142,0.9882184863090515,0.9591129422187805,0.9556451439857483,0.12169592827558517,0.9709141254425049,0.9682320356369019
5,0.96875,0.0010000000474974513,0.2507769465446472,0.9523809552192688,1.0,0.9556451439857483,0.12093225121498108,0.9709141254425049,0.9682320356369019
6,0.9696202278137207,0.0010000000474974513,0.07938771694898605,0.9883350729942322,0.9698231220245361,0.9526209831237793,0.12184569239616394,0.9828816056251526,0.9516574740409851
7,0.96875,0.0010000000474974513,0.045182399451732635,1.0,0.95652174949646,0.9526209831237793,0.12049241364002228,0.9815078377723694,0.9530386924743652
8,0.9805063009262085,0.0010000000474974513,0.056455790996551514,0.9933122396469116,0.9798611402511597,0.9546371102333069,0.12268099933862686,0.9761570692062378,0.9613259434700012
9,0.9375,0.0010000000474974513,0.1368686854839325,0.9615384340286255,0.9615384340286255,0.9526209831237793,0.12266931682825089,0.9760900139808655,0.958563506603241
