epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9756962060928345,9.999999747378752e-06,0.06467175483703613,0.9918871521949768,0.974696695804596,0.9495967626571655,0.13450397551059723,0.980028510093689,0.9502074718475342
1,0.96875,9.999999747378752e-06,0.05598365142941475,1.0,0.9523809552192688,0.9485887289047241,0.1341080218553543,0.9786324501037598,0.9502074718475342
2,0.9868354201316833,9.999999747378752e-06,0.035057470202445984,0.9964900016784668,0.9854217171669006,0.9627016186714172,0.12307370454072952,0.9660326242446899,0.9834024906158447
3,1.0,9.999999747378752e-06,0.006593134719878435,1.0,1.0,0.9627016186714172,0.12297879159450531,0.9660326242446899,0.9834024906158447
4,0.9901266098022461,9.999999747378752e-06,0.02716837450861931,0.9968564510345459,0.9895977973937988,0.9657257795333862,0.11728725582361221,0.9712722301483154,0.9820193648338318
5,1.0,9.999999747378752e-06,0.006382276304066181,1.0,1.0,0.9657257795333862,0.11713220924139023,0.9712722301483154,0.9820193648338318
6,0.9954430460929871,9.999999747378752e-06,0.015227231197059155,0.9996508359909058,0.9940972328186035,0.9657257795333862,0.1231013759970665,0.9725651741027832,0.9806362390518188
7,1.0,9.999999747378752e-06,0.027736689895391464,1.0,1.0,0.9657257795333862,0.12312530726194382,0.9725651741027832,0.9806362390518188
8,0.9977214932441711,9.999999747378752e-06,0.0118987075984478,0.9993053078651428,0.9975728392601013,0.9596773982048035,0.11297997832298279,0.9697386622428894,0.9751037359237671
9,1.0,9.999999747378752e-06,0.0038254910614341497,1.0,1.0,0.9596773982048035,0.11250069737434387,0.9697386622428894,0.9751037359237671
10,0.9989873170852661,9.999999747378752e-06,0.007731430698186159,1.0,0.9986096620559692,0.9637096524238586,0.1194281205534935,0.9623149633407593,0.9889349937438965
11,0.96875,9.999999747378752e-06,0.07361936569213867,1.0,0.9655172228813171,0.9627016186714172,0.11960209161043167,0.9610214829444885,0.9889349937438965
12,0.998481035232544,9.999999747378752e-06,0.006590571254491806,0.9996526837348938,0.9982656836509705,0.9667338728904724,0.10884224623441696,0.9713114500045776,0.9834024906158447
13,1.0,9.999999747378752e-06,0.0008281866903416812,1.0,1.0,0.9657257795333862,0.10868622362613678,0.9699863791465759,0.9834024906158447
14,0.999240517616272,9.999999747378752e-06,0.006570500321686268,0.999653160572052,0.9993064999580383,0.9637096524238586,0.12143640220165253,0.968622088432312,0.9820193648338318
15,1.0,9.999999747378752e-06,0.0013527849223464727,1.0,1.0,0.9637096524238586,0.1213434711098671,0.9699042439460754,0.9806362390518188
16,0.998481035232544,9.999999747378752e-06,0.006926555652171373,0.9996526837348938,0.9982656836509705,0.9667338728904724,0.12035997211933136,0.9713114500045776,0.9834024906158447
17,1.0,9.999999747378752e-06,0.0015477347187697887,1.0,1.0,0.9667338728904724,0.1205482929944992,0.9713114500045776,0.9834024906158447
18,0.998734176158905,9.999999747378752e-06,0.005142957903444767,0.9996528029441833,0.9986125826835632,0.9606854915618896,0.12408383935689926,0.9646739363670349,0.9820193648338318
19,1.0,4.999999873689376e-06,0.0005988602642901242,1.0,1.0,0.9606854915618896,0.12371844053268433,0.9646739363670349,0.9820193648338318
