epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9412658214569092,9.999999747378752e-06,0.1601525843143463,0.9807692170143127,0.937890350818634,0.9385080933570862,0.1513175070285797,0.9769452214241028,0.9377593398094177
1,0.90625,9.999999747378752e-06,0.12092878669500351,1.0,0.875,0.9395161271095276,0.15221023559570312,0.9783549904823303,0.9377593398094177
2,0.9440506100654602,9.999999747378752e-06,0.1311018168926239,0.9825897812843323,0.9399722218513489,0.9334677457809448,0.1595931500196457,0.9795620441436768,0.9280774593353271
3,0.96875,9.999999747378752e-06,0.04336167126893997,1.0,0.9583333134651184,0.9334677457809448,0.15974143147468567,0.9795620441436768,0.9280774593353271
4,0.9518987536430359,9.999999747378752e-06,0.12804469466209412,0.9827771782875061,0.9507115483283997,0.9506048560142517,0.1201062798500061,0.9680555462837219,0.9640387296676636
5,0.96875,9.999999747378752e-06,0.08178485929965973,1.0,0.9599999785423279,0.9516128897666931,0.11998375505208969,0.96809983253479,0.9654218554496765
6,0.9554430246353149,9.999999747378752e-06,0.11377789825201035,0.9828387498855591,0.9555091857910156,0.9566532373428345,0.11436913162469864,0.9748603105545044,0.9654218554496765
7,0.84375,9.999999747378752e-06,0.3116149604320526,1.0,0.8275862336158752,0.9566532373428345,0.11528659611940384,0.9748603105545044,0.9654218554496765
8,0.9592404961585999,9.999999747378752e-06,0.10502935200929642,0.9877961277961731,0.9558874368667603,0.9526209831237793,0.13313362002372742,0.984240710735321,0.9502074718475342
9,0.90625,9.999999747378752e-06,0.1492534577846527,1.0,0.8888888955116272,0.9526209831237793,0.13265182077884674,0.984240710735321,0.9502074718475342
10,0.9653164744377136,9.999999747378752e-06,0.0960712730884552,0.9868701100349426,0.965289831161499,0.944556474685669,0.14087200164794922,0.9744318127632141,0.9488243460655212
11,0.96875,9.999999747378752e-06,0.04323572665452957,1.0,0.9599999785423279,0.9435483813285828,0.1409231722354889,0.9743954539299011,0.9474412202835083
12,0.9696202278137207,4.999999873689376e-06,0.08871694654226303,0.9893654584884644,0.9687608480453491,0.9425403475761414,0.15241128206253052,0.9840116500854492,0.9363762140274048
13,0.9375,4.999999873689376e-06,0.1186077669262886,1.0,0.9200000166893005,0.9435483813285828,0.15194736421108246,0.9854439496994019,0.9363762140274048
14,0.9670885801315308,4.999999873689376e-06,0.08948914706707001,0.9889836311340332,0.9656488299369812,0.9455645084381104,0.1371549516916275,0.9799138903617859,0.9446749687194824
