epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8860471248626709,0.0010000000474974513,0.2742997109889984,0.9595615863800049,0.8809854388237,0.9163306355476379,0.20513947308063507,0.9908116459846497,0.8936464190483093
1,0.875,0.0010000000474974513,0.16390475630760193,1.0,0.8260869383811951,0.9203628897666931,0.20066280663013458,0.990867555141449,0.8991712927818298
2,0.9232717156410217,0.0010000000474974513,0.21611438691616058,0.9708135724067688,0.9226768612861633,0.9052419066429138,0.2267807573080063,0.9861111044883728,0.8825966715812683
3,0.90625,0.0010000000474974513,0.28150996565818787,0.9090909361839294,0.9523809552192688,0.9042338728904724,0.2286505401134491,0.987596869468689,0.8798342347145081
4,0.9268169403076172,0.0010000000474974513,0.1903238296508789,0.9764705896377563,0.9219021201133728,0.8911290168762207,0.24206310510635376,0.9904458522796631,0.8591160178184509
5,0.90625,0.0005000000237487257,0.25479036569595337,1.0,0.875,0.8921371102333069,0.23600167036056519,0.9904610514640808,0.860497236251831
6,0.9339073300361633,0.0005000000237487257,0.1677325963973999,0.9757509827613831,0.9328719973564148,0.9364919066429138,0.16341908276081085,0.98531574010849,0.9267956018447876
7,0.84375,0.0005000000237487257,0.44218412041664124,0.75,1.0,0.9354838728904724,0.1656155288219452,0.9852941036224365,0.9254143834114075
8,0.9356799125671387,0.0005000000237487257,0.14893832802772522,0.9802342653274536,0.9305073022842407,0.9344757795333862,0.17741715908050537,0.9867060780525208,0.9226519465446472
9,0.90625,0.0005000000237487257,0.1331317275762558,1.0,0.8888888955116272,0.9324596524238586,0.1785496473312378,0.9866666793823242,0.919889509677887
