epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.89696204662323,0.0010000000474974513,0.2669581174850464,0.9585185050964355,0.8976760506629944,0.9425403475761414,0.15843741595745087,0.9854439496994019,0.9350828528404236
1,0.90625,0.0010000000474974513,0.3464347720146179,0.9545454382896423,0.9130434989929199,0.9425403475761414,0.15817533433437347,0.9854439496994019,0.9350828528404236
2,0.9235442876815796,0.0010000000474974513,0.19574777781963348,0.9725274443626404,0.9212352633476257,0.9475806355476379,0.14052525162696838,0.9841498732566833,0.9433701634407043
3,0.9375,0.0010000000474974513,0.1363271027803421,1.0,0.9166666865348816,0.9485887289047241,0.1405143439769745,0.9841726422309875,0.9447513818740845
4,0.9281012415885925,0.0010000000474974513,0.1890944093465805,0.972423791885376,0.9279778599739075,0.944556474685669,0.14585556089878082,0.9868995547294617,0.9364640712738037
5,0.90625,0.0010000000474974513,0.2301834225654602,0.8947368264198303,0.9444444179534912,0.9455645084381104,0.1491691768169403,0.9883381724357605,0.9364640712738037
6,0.9364556670188904,0.0005000000237487257,0.1674831360578537,0.9781579971313477,0.9336344599723816,0.9485887289047241,0.1554694026708603,0.9912408590316772,0.9378452897071838
7,0.84375,0.0005000000237487257,0.3272855877876282,0.9599999785423279,0.8571428656578064,0.9475806355476379,0.15436524152755737,0.9897959232330322,0.9378452897071838
8,0.9420253038406372,0.0005000000237487257,0.14363236725330353,0.9814882278442383,0.9382373094558716,0.9526209831237793,0.1304633915424347,0.9898697733879089,0.9447513818740845
9,0.90625,0.0005000000237487257,0.18400168418884277,1.0,0.875,0.9526209831237793,0.12993505597114563,0.9884560108184814,0.9461326003074646
