epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.921875,9.999999747378752e-06,0.19097450375556946,0.9694767594337463,0.921907365322113,0.9243951439857483,0.17253772914409637,0.9909228682518005,0.9046961069107056
1,0.9285714030265808,9.999999747378752e-06,0.156329944729805,1.0,0.9166666865348816,0.9264112710952759,0.17337429523468018,0.9909502267837524,0.9074585437774658
2,0.9318987131118774,9.999999747378752e-06,0.1717304140329361,0.9773392081260681,0.928149938583374,0.913306474685669,0.1990385353565216,0.9938080310821533,0.8867403268814087
3,0.90625,9.999999747378752e-06,0.18172280490398407,0.9583333134651184,0.9200000166893005,0.913306474685669,0.19613875448703766,0.9938080310821533,0.8867403268814087
4,0.9392405152320862,9.999999747378752e-06,0.15428616106510162,0.9783080220222473,0.9376299381256104,0.9294354915618896,0.15913450717926025,0.9924699068069458,0.9102209806442261
5,0.875,9.999999747378752e-06,0.262054979801178,0.8999999761581421,0.8999999761581421,0.9294354915618896,0.15928076207637787,0.9924699068069458,0.9102209806442261
6,0.9432911276817322,9.999999747378752e-06,0.1403786689043045,0.9801443815231323,0.9414008259773254,0.9455645084381104,0.13669028878211975,0.9926470518112183,0.9323204159736633
7,1.0,9.999999747378752e-06,0.019683368504047394,1.0,1.0,0.9465726017951965,0.136116623878479,0.9926578402519226,0.9337016344070435
8,0.9524050354957581,9.999999747378752e-06,0.12178460508584976,0.9834829568862915,0.9507115483283997,0.9495967626571655,0.12259479612112045,0.9926900863647461,0.9378452897071838
9,0.9375,9.999999747378752e-06,0.14267732203006744,1.0,0.9200000166893005,0.9495967626571655,0.12072781473398209,0.991253674030304,0.939226508140564
10,0.9559493660926819,9.999999747378752e-06,0.12158667296171188,0.9877389073371887,0.9513720273971558,0.9495967626571655,0.12464206665754318,0.9926900863647461,0.9378452897071838
11,0.96875,9.999999747378752e-06,0.07550867646932602,1.0,0.9629629850387573,0.9495967626571655,0.12556713819503784,0.9926900863647461,0.9378452897071838
12,0.9556962251663208,9.999999747378752e-06,0.11266808211803436,0.9852941036224365,0.9534883499145508,0.9193548560142517,0.18032023310661316,0.9953846335411072,0.8936464190483093
13,0.9375,9.999999747378752e-06,0.18286935985088348,0.9599999785423279,0.9599999785423279,0.9213709831237793,0.18096823990345,0.995398759841919,0.8964088559150696
14,0.9579746723175049,9.999999747378752e-06,0.11038923263549805,0.9874417185783386,0.9545612335205078,0.9536290168762207,0.12456022948026657,0.9956140518188477,0.9406077265739441
15,0.9375,4.999999873689376e-06,0.17688146233558655,0.95652174949646,0.95652174949646,0.9546371102333069,0.12419132143259048,0.9956204295158386,0.9419889450073242
16,0.9577215313911438,4.999999873689376e-06,0.11259353905916214,0.9853623509407043,0.9563409686088562,0.9375,0.16148780286312103,0.9955089688301086,0.9185082912445068
17,0.96875,4.999999873689376e-06,0.12023621052503586,0.9523809552192688,1.0,0.9375,0.16237717866897583,0.9955089688301086,0.9185082912445068
