epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9447961449623108,9.999999747378752e-06,0.14382076263427734,0.9791442155838013,0.9445022344589233,0.9455645084381104,0.13452023267745972,0.9841040372848511,0.9406077265739441
1,0.9375,9.999999747378752e-06,0.10380076617002487,0.9545454382896423,0.9545454382896423,0.9435483813285828,0.13454097509384155,0.9840579628944397,0.9378452897071838
2,0.9485945701599121,9.999999747378752e-06,0.13627804815769196,0.9809284210205078,0.9478442072868347,0.9536290168762207,0.131731316447258,0.9884726405143738,0.9475138187408447
3,0.875,9.999999747378752e-06,0.3948059678077698,1.0,0.8620689511299133,0.9536290168762207,0.1304759830236435,0.9870689511299133,0.9488950371742249
4,0.9503671526908875,9.999999747378752e-06,0.1266927570104599,0.9810239672660828,0.950398862361908,0.9354838728904724,0.15961459279060364,0.9910714030265808,0.919889509677887
5,0.90625,9.999999747378752e-06,0.30264604091644287,0.8799999952316284,1.0,0.9344757795333862,0.1621396839618683,0.9910581111907959,0.9185082912445068
6,0.9498607516288757,9.999999747378752e-06,0.11449401825666428,0.9872727394104004,0.9433634281158447,0.9465726017951965,0.1403903216123581,0.9883551597595215,0.9378452897071838
7,0.90625,9.999999747378752e-06,0.15104225277900696,1.0,0.8888888955116272,0.9465726017951965,0.14162488281726837,0.9883551597595215,0.9378452897071838
8,0.9577108025550842,9.999999747378752e-06,0.10986503958702087,0.9863945841789246,0.9552704691886902,0.930443525314331,0.18289941549301147,0.9924812316894531,0.9116021990776062
9,0.96875,4.999999873689376e-06,0.10471285879611969,1.0,0.9523809552192688,0.930443525314331,0.18244703114032745,0.9924812316894531,0.9116021990776062
10,0.9592301845550537,4.999999873689376e-06,0.10143394023180008,0.9860464930534363,0.9576094746589661,0.944556474685669,0.1480070799589157,0.9926362037658691,0.9309391975402832
11,0.84375,4.999999873689376e-06,0.19511133432388306,1.0,0.8148148059844971,0.944556474685669,0.1480264812707901,0.9926362037658691,0.9309391975402832
