epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9324050545692444,9.999999747378752e-06,0.19357740879058838,0.9728654026985168,0.9333564639091492,0.9294354915618896,0.16535533964633942,0.9822747707366943,0.9197787046432495
1,0.8125,9.999999747378752e-06,0.5455913543701172,0.9130434989929199,0.8399999737739563,0.9294354915618896,0.16563546657562256,0.9822747707366943,0.9197787046432495
2,0.9324050545692444,9.999999747378752e-06,0.18392664194107056,0.9752637147903442,0.9309027791023254,0.9495967626571655,0.1376400738954544,0.9759547114372253,0.954356849193573
3,0.90625,9.999999747378752e-06,0.20668457448482513,0.9599999785423279,0.9230769276618958,0.9495967626571655,0.13743026554584503,0.9759547114372253,0.954356849193573
4,0.9377214908599854,9.999999747378752e-06,0.16350200772285461,0.9789320826530457,0.9347901344299316,0.9364919066429138,0.15395262837409973,0.9852941036224365,0.9266943335533142
5,0.9375,9.999999747378752e-06,0.14039400219917297,1.0,0.9130434989929199,0.9354838728904724,0.15197332203388214,0.9838472604751587,0.9266943335533142
6,0.949367105960846,9.999999747378752e-06,0.12697313725948334,0.9827151894569397,0.9472405314445496,0.9475806355476379,0.14570188522338867,0.9827337861061096,0.9446749687194824
7,1.0,9.999999747378752e-06,0.07604623585939407,1.0,1.0,0.9465726017951965,0.14597360789775848,0.9827089309692383,0.9432918429374695
8,0.9498734474182129,9.999999747378752e-06,0.12237316370010376,0.9851771593093872,0.9455239176750183,0.9606854915618896,0.12137065827846527,0.9789915680885315,0.9668049812316895
9,0.9375,9.999999747378752e-06,0.06615879386663437,1.0,0.9166666865348816,0.9606854915618896,0.12132859230041504,0.9789915680885315,0.9668049812316895
10,0.952911376953125,9.999999747378752e-06,0.12235758453607559,0.985966145992279,0.94908207654953,0.9586693644523621,0.13786061108112335,0.9830028414726257,0.9598893523216248
11,0.9375,9.999999747378752e-06,0.19990193843841553,0.9047619104385376,1.0,0.9586693644523621,0.13740284740924835,0.9830028414726257,0.9598893523216248
12,0.956202507019043,9.999999747378752e-06,0.11204181611537933,0.9846428632736206,0.9549705386161804,0.9465726017951965,0.1488400548696518,0.9827089309692383,0.9432918429374695
13,1.0,9.999999747378752e-06,0.020292744040489197,1.0,1.0,0.9475806355476379,0.14793269336223602,0.9827337861061096,0.9446749687194824
14,0.9597468376159668,4.999999873689376e-06,0.11009245365858078,0.9850214123725891,0.9593608975410461,0.9475806355476379,0.1560700684785843,0.9883551597595215,0.9391424655914307
15,0.875,4.999999873689376e-06,0.28904059529304504,1.0,0.8518518805503845,0.9465726017951965,0.1578369438648224,0.9883381724357605,0.9377593398094177
16,0.9594936966896057,4.999999873689376e-06,0.10938437283039093,0.9850427508354187,0.9590846300125122,0.9405242204666138,0.17291052639484406,0.9882352948188782,0.9294605851173401
17,0.96875,4.999999873689376e-06,0.09887583553791046,1.0,0.9545454382896423,0.9395161271095276,0.17382049560546875,0.9882179498672485,0.9280774593353271
