epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8690807819366455,0.0010000000474974513,0.3226216733455658,0.9510703086853027,0.8647897243499756,0.9294354915618896,0.19513635337352753,0.9939576983451843,0.908839762210846
1,1.0,0.0010000000474974513,0.08451168239116669,1.0,1.0,0.9314516186714172,0.19074894487857819,0.9910179376602173,0.9143646359443665
2,0.9116231799125671,0.0010000000474974513,0.23231446743011475,0.9685651063919067,0.9084287285804749,0.9183467626571655,0.19101941585540771,0.992343008518219,0.8950276374816895
3,0.9375,0.0010000000474974513,0.2414754033088684,0.9545454382896423,0.9545454382896423,0.9183467626571655,0.19535978138446808,0.9938555955886841,0.8936464190483093
4,0.9156748652458191,0.0010000000474974513,0.20937342941761017,0.9704470038414001,0.9121527671813965,0.9143145084381104,0.18110382556915283,0.9892802238464355,0.8922652006149292
5,0.875,0.0010000000474974513,0.35960566997528076,0.95652174949646,0.8799999952316284,0.9163306355476379,0.1805451512336731,0.989313006401062,0.8950276374816895
6,0.9275766015052795,0.0010000000474974513,0.17478835582733154,0.9761380553245544,0.9232639074325562,0.9344757795333862,0.15222087502479553,0.98959881067276,0.919889509677887
7,0.90625,0.0010000000474974513,0.21728038787841797,1.0,0.8799999952316284,0.9344757795333862,0.1521281599998474,0.98959881067276,0.919889509677887
8,0.9279233813285828,0.0010000000474974513,0.18024009466171265,0.9783645272254944,0.9215889573097229,0.9415322542190552,0.14311741292476654,0.9897058606147766,0.9295580387115479
9,0.9230769276618958,0.0010000000474974513,0.24362990260124207,0.9090909361839294,1.0,0.9415322542190552,0.14648151397705078,0.9926035404205322,0.9267956018447876
