epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9427847862243652,9.999999747378752e-06,0.1417517364025116,0.9822012186050415,0.9385629892349243,0.9435483813285828,0.1252969354391098,0.9868804812431335,0.9350828528404236
1,0.96875,9.999999747378752e-06,0.07577439397573471,1.0,0.9599999785423279,0.9425403475761414,0.1261887103319168,0.9854439496994019,0.9350828528404236
2,0.945569634437561,9.999999747378752e-06,0.138319194316864,0.9833333492279053,0.941380500793457,0.9375,0.15664967894554138,0.9955089688301086,0.9185082912445068
3,0.9375,9.999999747378752e-06,0.15093518793582916,1.0,0.9130434989929199,0.9364919066429138,0.15666550397872925,0.994020938873291,0.9185082912445068
4,0.949620246887207,9.999999747378752e-06,0.11565196514129639,0.9844821095466614,0.9459084868431091,0.9546371102333069,0.1084148958325386,0.9856938719749451,0.9516574740409851
5,0.96875,9.999999747378752e-06,0.10487431287765503,0.95652174949646,1.0,0.9536290168762207,0.11018895357847214,0.9856733679771423,0.950276255607605
6,0.9534177184104919,9.999999747378752e-06,0.11826011538505554,0.9863013625144958,0.9493407607078552,0.9546371102333069,0.11952035129070282,0.9884892106056213,0.9488950371742249
7,1.0,9.999999747378752e-06,0.03756799176335335,1.0,1.0,0.9546371102333069,0.11835923045873642,0.9884892106056213,0.9488950371742249
8,0.9506329298019409,9.999999747378752e-06,0.11407849192619324,0.9813486337661743,0.9503299593925476,0.9495967626571655,0.12435226142406464,0.9898256063461304,0.9406077265739441
9,0.9375,9.999999747378752e-06,0.09908890724182129,1.0,0.9259259104728699,0.9506048560142517,0.12464025616645813,0.9912663698196411,0.9406077265739441
10,0.9551898837089539,4.999999873689376e-06,0.10582241415977478,0.9852888584136963,0.952810525894165,0.9364919066429138,0.1573036015033722,0.994020938873291,0.9185082912445068
11,1.0,4.999999873689376e-06,0.051812659949064255,1.0,1.0,0.9364919066429138,0.15748703479766846,0.994020938873291,0.9185082912445068
12,0.9599999785423279,4.999999873689376e-06,0.09560053795576096,0.9867715239524841,0.9580007195472717,0.9455645084381104,0.13951224088668823,0.9955621361732483,0.9295580387115479
