epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8724050521850586,0.0010000000474974513,0.2991963326931,0.9534883499145508,0.8674991130828857,0.9193548560142517,0.18487364053726196,0.9679766893386841,0.9197787046432495
1,0.875,0.0010000000474974513,0.4592092037200928,0.9523809552192688,0.8695651888847351,0.9203628897666931,0.18331237137317657,0.9666666388511658,0.9225449562072754
2,0.9048101305961609,0.0010000000474974513,0.22851601243019104,0.9679223895072937,0.8994800448417664,0.8911290168762207,0.23089878261089325,0.9888712167739868,0.8603042960166931
3,0.84375,0.0010000000474974513,0.24185918271541595,0.8999999761581421,0.8571428656578064,0.8951612710952759,0.22839157283306122,0.9889415502548218,0.8658367991447449
4,0.9146835207939148,0.0010000000474974513,0.21016450226306915,0.9728826284408569,0.9084287285804749,0.9254032373428345,0.16606977581977844,0.9807407259941101,0.9156293272972107
5,0.9375,0.0010000000474974513,0.1656595766544342,0.95652174949646,0.95652174949646,0.9314516186714172,0.16293230652809143,0.9809104204177856,0.9239280819892883
6,0.9296202659606934,0.0010000000474974513,0.17373141646385193,0.9752005934715271,0.9271844625473022,0.9112903475761414,0.20456507802009583,0.9907264113426208,0.886583685874939
7,0.90625,0.0010000000474974513,0.17665685713291168,1.0,0.8636363744735718,0.9072580933570862,0.2049267441034317,0.9891473054885864,0.8824343085289001
8,0.9318987131118774,0.0010000000474974513,0.1726546585559845,0.979831337928772,0.9258489012718201,0.9314516186714172,0.15093104541301727,0.9809104204177856,0.9239280819892883
9,0.90625,0.0010000000474974513,0.2288064956665039,0.9473684430122375,0.8999999761581421,0.9314516186714172,0.15135300159454346,0.9809104204177856,0.9239280819892883
